filename;p1.x;p1.y;p2.x;p2.y
media/images/029AwqdH868-000000.jpg;;;1.1754635042600194;-1.268293326565975
media/images/029AwqdH868-001500.jpg;-1.0892947651975766;-3.892225892218476;1.6795363825152745;-1.3249154028131898
media/images/029AwqdH868-002000.jpg;-1.0630345743527736;-3.3781118734647317;2.2799552983633244;-1.5472539676939614
media/images/029AwqdH868-002500.jpg;-1.0951374102761373;-2.6765346415981983;2.6045228724552443;-1.6295764404852564
media/images/029AwqdH868-003000.jpg;-1.3432443536760617;-2.5707958673208227;2.7;-1.7671097122044794
media/images/029AwqdH868-003500.jpg;-1.3457408516357046;-2.498177481010563;2.7;-1.50847758312023
media/images/029AwqdH868-004000.jpg;-1.537959310828023;-2.7858053944632246;2.3379751792824783;-1.2418775853865838
media/images/029AwqdH868-004500.jpg;-1.537959310828023;-2.7858053944632246;2.3379751792824783;-1.2418775853865838
media/images/029AwqdH868-005000.jpg;-1.537959310828023;-2.7858053944632246;2.3379751792824783;-1.2418775853865838
media/images/029AwqdH868-005500.jpg;-1.537959310828023;-2.7858053944632246;2.3379751792824783;-1.2418775853865838
media/images/029AwqdH868-006000.jpg;-1.537959310828023;-2.7858053944632246;2.3379751792824783;-1.2418775853865838
media/images/029AwqdH868-006500.jpg;-1.537959310828023;-2.7858053944632246;2.3379751792824783;-1.2418775853865838
media/images/029AwqdH868-007000.jpg;-1.537959310828023;-2.7858053944632246;2.3379751792824783;-1.2418775853865838
media/images/029AwqdH868-007500.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-008000.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-008500.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-009000.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-009500.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-010000.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-010500.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-011000.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-011500.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-012000.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-012500.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-013000.jpg;-1.537959310828023;-2.7858053944632246;2.058622957622112;-1.1779701374006
media/images/029AwqdH868-013500.jpg;-1.537959310828023;-2.7858053944632246;1.5694344285092572;-1.2054980988761255
media/images/029AwqdH868-014000.jpg;-1.6607270741844828;-3.2749762887894476;0.675049650758704;-1.4548950795346218
media/images/029AwqdH868-014500.jpg;-1.773841778471454;-3.5279743515058444;-0.26369597172771486;-1.3726942015653567
media/images/029AwqdH868-015000.jpg;-1.7337247192281435;-3.755621058490352;-0.5324966601861346;-1.5087096147883121
media/images/029AwqdH868-015500.jpg;-1.8070921028285905;-3.957425327655784;-0.30400949470427646;-1.5483957234602288
media/images/029AwqdH868-016000.jpg;-1.3759343704981748;-3.9018972019007685;-0.6049594479539241;-1.5814702764292594
media/images/029AwqdH868-016500.jpg;-0.42267625429594363;-3.383253516917695;-1.2517084439000823;-2.696463794870234
media/images/029AwqdH868-017000.jpg;-0.6552791357053468;-1.7883010487621867;-1.7119132956288026;-3.726193570279512
media/images/029AwqdH868-017500.jpg;-0.6614879133723803;-1.5424428566330683;-2.073069981800561;-3.7790550081217202
media/images/029AwqdH868-018000.jpg;-0.7914510403009815;-1.7974329146562993;-1.9863673890187985;-3.819797113575167
media/images/029AwqdH868-018500.jpg;-1.1738379325974393;-2.535367132708567;-0.85238524071005;-3.6816436082536708
media/images/029AwqdH868-019000.jpg;-2.0970327439979934;-3.8187699594707385;-0.70169665216068;-2.2899013459456357
media/images/029AwqdH868-019500.jpg;-2.240073320118631;-4.015212840719911;-0.4314189401117486;-1.7152402738615056
media/images/029AwqdH868-033000.jpg;-0.43001031414624974;-2.7001433456597477;-1.4111010992950912;-1.416464523652821
media/images/029AwqdH868-033500.jpg;-0.5256392950260205;-1.2014323447716824;-1.5878040020233168;-1.4052095874377093
media/images/029AwqdH868-034000.jpg;-1.763453156113463;0.12799147764775362;-1.021328803580633;-1.2460598814146047
media/images/029AwqdH868-034500.jpg;-1.6707572444452508;-0.41952408777756356;-0.1463974439918243;-1.4202035488864078
media/images/029AwqdH868-035000.jpg;-1.04342943461672;-1.1770143859621252;1.0636957458717515;-2.866385441192582
media/images/029AwqdH868-035500.jpg;-0.315294117646002;-2.046066933370624;1.0825116959029923;-3.056526407916453
media/images/029AwqdH868-036000.jpg;-0.8827142552123765;-3.062515919019563;1.0825116959029923;-3.056526407916453
media/images/029AwqdH868-036500.jpg;-1.6967818513945345;-3.7288720430215636;0.019303102354948816;-1.7425774858086907
media/images/029AwqdH868-198073.jpg;-1.3258252356230473;-1.6452829614601245;0.7570290904574037;-0.43624923234177315
media/images/029AwqdH868-198573.jpg;-0.88484521510172;-2.1441814410164812;0.7167800274556451;0.2581726623084194
media/images/029AwqdH868-199073.jpg;-0.6093480702366657;-2.8547892775302426;0.6107525090717878;0.796289709159051
media/images/029AwqdH868-199573.jpg;-0.028415056397244988;-2.897346357300066;;
media/images/029AwqdH868-200073.jpg;0.6548359758468348;-3.051567911824819;-0.7402690448398944;1.3575505721818282
media/images/029AwqdH868-200573.jpg;1.0415838637493104;-3.0641524194506213;-1.2895525195309576;1.5214441062306672
media/images/029AwqdH868-201073.jpg;1.3560729310309794;-3.0468740284134066;-1.6319314985836757;1.0365086058364654
media/images/029AwqdH868-201573.jpg;1.6292879374724614;-2.950219851226667;-2.0522813042962245;0.2296189012563163
media/images/029AwqdH868-202073.jpg;1.6292879374724614;-2.950219851226667;-2.145027444063262;-0.3782872556026208
media/images/029AwqdH868-202573.jpg;1.6292879374724614;-2.950219851226667;-2.225482424786525;-1.1482649794252935
media/images/029AwqdH868-211073.jpg;1.6292879374724614;-2.950219851226667;-2.04072124718365;-1.1623543923699802
media/images/029AwqdH868-211573.jpg;1.7154452918249579;-2.9614453315734863;-1.2981563237072014;-1.25719935052761
media/images/029AwqdH868-212073.jpg;2.1085480278146242;-2.958503859218299;-0.7369249715313333;-1.2281375242836676
media/images/029AwqdH868-212573.jpg;1.6646838944606357;-3.2568850894858175;0.10528407667986156;-1.4706169292999665
media/images/029AwqdH868-213073.jpg;1.6104031574746407;-3.4449058007607154;0.28442028288557086;-1.4307235403326612
media/images/029AwqdH868-215573.jpg;0.6750522023591035;-3.6921301165415095;-0.3018434425652119;-1.4370245334197915
media/images/029AwqdH868-216073.jpg;0.6750522023591035;-3.6921301165415095;0.39774412056974595;-1.2550930633150046
